PassengerId,Cabin,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,HomePlanet_Europa,HomePlanet_Mars,CryoSleep_True,VIP_True
0118_01,2605,0.3670886075949367,0.0012103397596611048,0.03438452103034859,0.02138151534554679,5.0393065914130216e-05,0.0,3903,False,True,False,False,False,False
0121_01,1749,0.25316455696202533,0.08965159505489756,3.9567918331816565e-05,0.000241196333815726,0.0,0.07076149425287356,2283,False,True,False,False,False,False
0124_01,2682,0.06329113924050633,0.0,0.0,0.0,0.0,0.0,2234,False,False,False,False,True,False
0125_01,227,0.27848101265822783,0.0,0.0,0.0,0.0,0.0,3399,False,False,True,False,True,False
0125_02,227,0.20253164556962025,0.34287196334399583,0.11363906144897717,0.0,0.0,0.11036278735632184,1784,False,True,True,False,False,False
0130_01,2690,0.08860759493670886,0.0,0.0,0.0,0.0,0.0,784,False,False,False,False,True,False
0131_01,1765,0.45569620253164556,0.0,0.0,0.06886155330438977,0.0018141503729086877,0.0,3982,False,False,False,False,False,False
0132_01,614,0.3291139240506329,0.003976830638886488,0.012463894274522219,0.2779787747226242,0.0,0.0043552442528735635,3597,False,False,False,True,False,False
0135_01,1764,0.5063291139240507,0.03570502291000259,0.020337910022553713,0.000120598166907863,0.0,0.0,3279,False,True,False,False,False,False
0137_01,2750,0.3670886075949367,0.0,0.0,0.0,0.0,0.0,2125,False,True,False,False,True,False
0142_01,1781,0.02531645569620253,0.0,0.0,0.0,0.0,0.0,2947,False,True,False,True,True,False
0142_02,1781,0.2911392405063291,0.032679173510849834,0.01590630316939026,0.0,0.0,0.022853807471264368,3670,False,True,False,True,False,False
0142_03,1781,0.0,0.0,0.0,0.0,0.0,0.0,1576,False,True,False,True,False,False
0143_01,326,0.37974683544303794,0.0,0.3502947809915721,0.7366136034732272,0.0014613989115097763,0.15818067528735633,59,False,False,True,False,False,False
0145_01,1024,0.7088607594936709,0.0,0.0017409884065999288,0.0027737578388808493,0.03643418665591615,0.0,366,False,True,False,False,False,False
0150_01,236,0.45569620253164556,0.0,0.0,0.0,0.0,0.0,2704,False,True,True,False,True,False
0150_02,236,0.7088607594936709,0.0,0.0,0.0,0.0,0.0,4030,False,True,True,False,True,False
0153_01,1795,0.24050632911392406,0.0027664908792253825,0.0,0.06283164495899662,0.0,0.01001257183908046,4021,False,True,False,False,False,False
0154_01,2726,0.49367088607594933,0.0,0.0,0.0,0.0,0.0,1191,True,False,False,False,True,False
0155_01,1804,0.4810126582278481,0.0001729056799515864,0.0010287658766272307,0.017848528702363725,0.06112678895383995,0.0,3309,False,True,False,True,False,False
0156_01,1812,0.36276134432436025,0.0,0.0,0.0,0.0,0.0,3909,False,True,False,True,False,False
0157_01,0,0.4430379746835443,0.0,0.01831994618763107,0.0,0.07569038500302358,0.02626616379310345,1029,False,True,True,False,False,False
0158_01,1049,0.3291139240506329,0.07192876285985994,0.0,0.0,0.0010582543841967345,0.006106321839080459,1072,False,False,False,False,False,False
0158_02,1805,0.3924050632911392,0.0,0.0,0.08502170767004343,0.0,0.0,2908,False,True,False,False,False,False
0159_01,1813,0.4810126582278481,0.0,0.0001187037549954497,0.0,0.038097157831082445,0.0,3937,False,True,False,False,False,False
0161_01,1822,0.34177215189873417,0.018956191697786427,0.0004352471016499822,0.0,0.0,0.05262212643678161,24,False,False,False,False,False,False
0162_01,1829,0.37974683544303794,0.0,0.0,0.0,0.0,0.0,2469,False,False,False,True,True,False
0166_01,2777,0.27848101265822783,0.0,0.03054643295216239,0.0,0.0,0.0,1439,False,True,False,False,False,False
0168_01,440,0.3670886075949367,0.0,0.0,0.0,0.0,0.0,3443,False,True,True,False,True,False
0175_01,2759,0.0,0.0,0.0,0.0,0.0,0.0,799,False,True,False,False,True,False
0175_02,2759,0.10126582278481013,0.0,0.0,0.0,0.0,0.0,1373,False,False,False,False,False,False
0175_03,2759,0.0379746835443038,0.0,0.0,0.0,0.0,0.0,2380,False,True,False,False,True,False
0175_04,2759,0.34177215189873417,0.0,0.0,0.0,0.0,0.0,1452,False,True,False,False,True,False
0175_05,2759,0.11392405063291139,0.0,0.0,0.0,0.0,0.0,3322,False,True,False,False,False,False
0176_01,1859,0.3670886075949367,0.03129592807123714,0.0005935187749772485,0.0,0.0,0.020204741379310345,3431,True,False,False,False,False,False
0180_01,1868,0.22784810126582278,0.06535834702169967,0.004589878526490721,0.0,5.0393065914130216e-05,0.0026041666666666665,3333,False,True,False,False,False,False
0184_01,1034,0.27848101265822783,0.017031209475231263,0.0,0.14170284611673903,0.0,0.0,3005,False,True,False,True,False,False
0185_01,1840,0.3037974683544304,0.0005187170398547592,0.0004352471016499822,0.16931982633863965,0.0,0.0,165,False,True,False,True,False,False
0187_01,1846,0.31645569620253167,0.0,0.0,0.0,0.0,0.0,3218,False,False,False,True,True,False
0191_01,1860,0.45569620253164556,0.022564191233682026,0.0,0.02484322238301978,0.02343277565007055,0.0,3933,False,True,False,False,False,False
0194_01,417,0.17721518987341772,0.0,0.0,0.0,0.0,0.0,3367,False,True,True,False,True,False
0194_02,417,0.3037974683544304,0.0,0.0,0.0,0.0,0.0,106,False,False,True,False,True,False
0194_03,417,0.3291139240506329,0.0,0.010881177541249556,0.0,0.23039709735940334,0.007318606321839081,3097,False,False,True,False,False,True
0204_01,1885,0.3670886075949367,0.14428978991959887,7.913583666363313e-05,0.029184756391702846,0.007810925216690184,0.0,1716,True,False,False,False,False,False
0208_01,2807,0.5063291139240507,0.003803924958934901,0.0,0.0681379643029426,0.0,0.0008081896551724138,2571,False,True,False,False,False,False
0209_01,60,0.45569620253164556,0.0028529437192011758,0.017389478745373124,0.0,0.6433682725257005,0.05356501436781609,1729,False,True,True,False,False,False
0214_01,669,0.5822784810126582,0.061986686262643725,0.02041704585921735,0.000482392667631452,0.00010078613182826043,0.10950969827586207,1702,False,True,True,False,False,False
0214_02,669,0.5316455696202531,0.4116884239647272,0.0007913583666363314,0.0,0.00020157226365652087,0.0018408764367816091,1611,False,True,True,False,False,False
0215_01,2815,0.2911392405063291,0.0,0.0,0.0,0.0,0.0,2052,False,True,False,False,True,False
0218_01,2820,0.24050632911392406,0.06406155442206277,0.0004748150199817988,0.000120598166907863,0.0,0.0,2096,False,True,False,False,False,False
0226_01,634,0.31645569620253167,0.0002593585199273796,0.1516638309658529,0.9766039556198746,0.07715178391453337,0.0,652,False,False,True,False,False,False
0227_01,2691,0.27848101265822783,0.0,0.0,0.0,0.0,0.0,2353,False,True,False,False,False,False
0228_01,212,0.4430379746835443,0.0,0.0,0.0,0.0,0.0,448,False,True,True,False,True,False
0228_02,212,0.49367088607594933,0.0,1.0,0.0,0.0006551098568836928,0.07695761494252873,4152,False,False,True,False,False,False
0228_03,212,0.5316455696202531,0.0,0.0,0.0,0.0,0.0,220,False,False,True,False,True,False
0228_04,212,0.4430379746835443,0.0,0.057056938234479486,0.0,0.09136262850231808,0.28910739942528735,436,False,True,True,False,False,False
0230_01,1930,0.3670886075949367,0.0,0.0,0.0,0.0,0.0,1032,True,False,False,False,True,False
0230_02,1930,0.25316455696202533,0.06795193222097345,0.0,0.0,0.0,0.013950701821771981,3256,False,True,False,False,False,False
0235_01,2854,0.31645569620253167,0.0,0.0,0.0,0.0,0.0,2815,False,True,False,False,True,False
0236_01,1950,0.45569620253164556,0.0,0.0,0.0,0.0,0.0,3104,False,True,False,True,True,False
0238_01,633,0.49367088607594933,0.22097345897812742,0.0,0.002653159671972986,0.0,0.0,3472,False,True,False,True,False,False
0247_01,645,0.2911392405063291,0.0,0.0,0.0,0.0,0.0,3223,False,False,True,False,True,False
0247_02,645,0.24050632911392406,0.0,0.0,0.0,0.0,0.0,484,False,False,True,False,True,False
0249_01,2861,0.6329113924050633,0.0,0.0,0.009406657018813314,0.03784519250151179,0.003502155172413793,2516,False,True,False,False,False,False
0256_01,1922,0.5189873417721519,0.0,0.0,0.08779546550892427,0.0,0.0,2303,True,False,False,False,False,False
0259_01,1976,0.24050632911392406,8.64528399757932e-05,0.0,0.3423781958514231,0.004283410602701068,0.0,1544,False,False,False,True,False,False
0262_01,2847,0.25316455696202533,0.016080228235497537,0.0,0.0,0.03033662568030639,0.004489942528735632,557,False,True,False,False,False,False
0264_01,220,0.24050632911392406,0.0,0.0,0.0,0.0,0.0,1845,False,False,True,False,True,False
0264_02,220,0.4810126582278481,0.0,0.0,0.0,0.0,0.0,2972,False,True,True,False,True,False
0264_03,220,0.4050632911392405,0.1158468055675629,0.017389478745373124,0.0,0.42919774239064706,0.05639367816091954,1114,False,False,True,False,False,False
0266_01,668,0.5569620253164557,0.06017117662315207,0.0,0.055716353111432707,0.00231808103204999,0.004220545977011494,887,False,True,False,True,False,False
0266_02,1991,0.22784810126582278,0.1333102792426731,0.0,0.016642547033285094,0.0,0.0,3006,False,True,False,True,False,False
0268_01,1996,0.620253164556962,0.009336906717385665,0.0,0.004944524843222383,0.07861318282604314,0.0,1957,False,True,False,True,False,False
0268_02,674,0.2911392405063291,0.27543874816287717,0.0,0.0,0.00010078613182826043,0.0,2432,False,False,False,True,False,False
0271_01,2883,0.3924050632911392,0.003544566439007521,0.013215684722826733,0.000120598166907863,0.0031243700866760734,0.02173132183908046,2131,False,True,False,False,False,False
0272_01,464,0.6962025316455696,0.09112129333448604,0.0,0.000241196333815726,0.0,4.489942528735632e-05,1727,False,True,False,True,False,False
0273_01,2012,0.7594936708860759,0.005187170398547592,0.0,0.846840328027014,0.0,0.0,4000,False,True,False,True,False,False
0273_02,2012,0.25316455696202533,0.0,0.0,0.0,0.0,0.0,3891,False,True,False,True,True,False
0273_03,682,0.43037974683544306,0.026022304832713755,0.0,0.009527255185721178,0.04631122757508567,0.0,338,False,True,False,True,False,False
0274_01,701,0.17721518987341772,0.010633699317022564,0.0,0.0,0.0975609756097561,0.0009877873563218392,1513,False,True,False,True,False,False
0274_02,701,0.3291139240506329,0.0,0.017389478745373124,0.0,0.0,0.013950701821771981,490,False,True,False,True,True,False
0276_01,228,0.24050632911392406,0.0,0.0034028409765362246,0.0,0.01854464825639992,0.1820671695402299,2962,False,False,True,False,False,False
0276_02,228,0.31645569620253167,0.0,0.0,0.0,0.0,0.0,4153,False,True,True,False,True,False
0279_01,2031,0.5316455696202531,0.008472378317627734,0.0003956791833181657,0.0,0.03089094940536182,0.0,368,False,False,False,False,False,False
0280_01,1962,0.22784810126582278,0.01832800207486816,0.02682704862897163,0.0014471780028943561,0.0,0.0,291,False,True,False,False,False,False
0284_01,691,0.6329113924050633,0.0,0.0,0.15665701881331404,0.0,0.0,815,False,True,False,True,False,False
0292_01,1981,0.3291139240506329,0.0,0.017389478745373124,0.0,0.0543741181213465,0.012616738505747127,2130,False,True,False,False,False,False
0293_01,2691,0.5949367088607594,0.0,0.0,0.0,0.0,0.0,3733,False,True,True,False,True,False
0295_01,2066,0.4430379746835443,0.018956191697786427,0.024809084794048985,0.0,0.0022172949002217295,0.0,1771,True,False,False,False,False,False
0296_01,1992,0.7341772151898734,0.006311057318232904,0.0,0.05089242643511819,0.049284418464019354,0.0,2330,False,False,False,True,False,False
0299_01,1997,0.25316455696202533,0.032506267830898244,0.0,0.029184756391702846,5.0393065914130216e-05,0.0,1107,False,False,False,False,False,False
0300_01,469,0.35443037974683544,0.00043226419987896605,0.4569698888141495,0.015918958031837918,0.25025196532957067,0.023527298850574713,2579,False,True,True,False,False,False
0308_01,2906,0.1518987341772152,0.018956191697786427,0.0,0.0,0.0,0.0,557,True,False,False,False,True,False
0311_01,700,0.25316455696202533,0.018956191697786427,0.0,0.0,0.0005039306591413022,0.0,961,False,False,False,False,False,False
0312_01,2919,0.27848101265822783,0.0,0.0,0.0,0.0,0.0,33,False,True,False,False,True,False
0317_01,2876,0.3924050632911392,0.0,0.0013453092232817631,0.009768451519536904,0.0,0.027298850574712645,3074,False,True,False,False,False,False
0318_01,2942,0.3037974683544304,0.0,0.0,0.0,0.0,0.0,3320,True,False,False,False,True,False
0319_01,707,0.21518987341772153,0.0891328780150428,0.0,0.12373371924746744,0.002116508768393469,0.0,3196,False,True,False,True,False,False
0319_02,2092,0.36276134432436025,0.0,0.0,0.0,0.0,0.0,3086,False,False,False,True,True,False
0323_01,2691,0.22784810126582278,0.0,0.0,0.0,0.0,0.0,2188,False,False,False,False,True,False
0325_01,2952,0.6075949367088608,0.018956191697786427,0.029873778340521507,0.0,0.0,0.0,3465,False,True,False,False,False,False
0328_01,2106,0.4810126582278481,0.0002593585199273796,0.04953903375143434,0.000120598166907863,0.0,0.0,3970,False,True,False,False,False,False
0329_01,83,0.4177215189873418,0.0,0.0,0.0,0.0,0.0,2005,False,False,True,False,True,False
0332_01,2957,0.25316455696202533,0.0,0.0,0.0,0.0,0.0,3509,False,True,False,False,True,False
0335_01,721,0.27848101265822783,0.0,0.0,0.0,0.0,0.0,3297,False,True,False,True,False,False
0339_01,2136,0.6582278481012658,0.03077721103138238,0.0013453092232817631,0.03473227206946455,0.0,0.005567528735632184,146,False,True,False,False,False,False
0339_02,2136,0.18987341772151897,0.055156911904556065,0.0,0.000844187168355041,0.0,0.0,63,False,False,False,False,False,False
0339_03,2136,0.31645569620253167,0.0008645283997579321,7.913583666363313e-05,0.09105161601543657,0.0,0.0004040948275862069,2321,False,True,False,False,False,False
0339_04,2964,0.17721518987341772,0.0,0.0,0.0,0.0,0.0,3521,False,False,False,False,True,False
0339_05,2964,0.36276134432436025,0.0,0.0,0.0,0.0,0.0,1068,False,False,False,False,True,False
0339_06,2136,0.20253164556962025,0.12060171176623152,0.0,0.0,0.0010582543841967345,0.0234375,4019,False,True,False,False,False,False
0339_07,2964,0.6075949367088608,8.64528399757932e-05,0.0,0.03123492522913652,0.015521064301552107,0.020204741379310345,557,False,True,False,False,False,False
0339_08,2136,0.45569620253164556,0.0,0.002730186364895343,0.0,0.0,0.03573994252873563,3490,False,True,False,False,False,False
0342_01,713,0.24050632911392406,0.0,0.002928025956554426,0.07356488181379643,0.0,0.013950701821771981,3761,True,False,False,False,False,False
0342_02,2979,0.5443037974683544,0.0,0.0,0.0,0.0,0.0,597,True,False,False,False,True,False
0344_01,447,0.4050632911392405,0.0,0.0,0.0,0.0,0.0,4163,False,True,True,False,True,False
0344_02,447,0.6835443037974683,0.0,0.0003165433466545325,0.5295465508924264,0.24601894779278372,0.00031429597701149425,557,False,False,True,False,False,False
0349_01,22,0.4177215189873418,0.0,0.04075495588177106,0.0,0.17587180004031444,0.26185344827586204,2717,False,True,True,False,False,False
0349_02,22,0.26582278481012656,0.0,0.0,0.0,0.0,0.0,2225,False,True,True,False,True,False
0349_03,22,0.4177215189873418,0.001988415319443244,0.0,0.08888084901109504,0.024843781495666198,0.06164691091954023,2777,False,True,True,False,False,False
0349_04,22,0.35443037974683544,0.0,0.0,0.0,0.0,0.0,74,False,False,True,False,True,False
0349_05,22,0.2911392405063291,0.0,0.058085704111106716,0.0,0.03547671840354767,0.05356501436781609,792,False,True,True,False,False,False
0349_06,22,0.3291139240506329,0.0006916227198063456,0.00265105052823171,0.0,0.019804474904253175,0.08867636494252873,1236,False,True,True,False,False,False
0351_01,2151,0.5189873417721519,0.0,0.0,0.0,0.0,0.0,2565,False,True,False,True,True,False
0353_01,3001,0.02531645569620253,0.018956191697786427,0.0,0.0,0.0,0.0,364,False,True,False,False,True,False
0353_02,3001,0.26582278481012656,0.0,0.0,0.0,0.0,0.0,1100,True,False,False,False,True,False
0354_01,2164,0.8860759493670886,0.011238869196853116,0.0,0.15038591413410518,0.0,0.00013469827586206896,1839,True,False,False,False,False,False
0362_01,2169,0.25316455696202533,0.0,0.06742373283741543,0.00036179450072358903,0.0,0.0,1267,False,True,False,False,False,False
0363_01,735,0.3924050632911392,0.023601625313391543,0.02856803703557156,0.000120598166907863,0.0,0.0,1193,False,True,False,False,False,False
0363_02,735,0.10126582278481013,0.0,0.0,0.0,0.0,0.013950701821771981,2315,False,True,False,False,False,False
0363_03,735,0.06329113924050633,0.0,0.0,0.0,0.0,0.0,2094,False,True,False,False,True,False
0364_01,2180,0.569620253164557,0.024898417913028444,0.0,0.11239749155812832,0.00020157226365652087,0.0,895,False,True,False,True,False,False
0364_02,2691,0.46835443037974683,0.06319702602230483,0.0,0.062349252291365176,0.0025196532957065107,0.0,245,False,True,False,True,False,False
0366_01,2943,0.3037974683544304,0.0,0.0,0.0,0.0,0.0,557,False,True,False,False,True,False
0367_01,470,0.6962025316455696,0.0,0.02128754006251731,0.0,0.0003023583954847813,0.23742816091954022,2774,False,False,True,False,False,False
0374_01,2214,0.22784810126582278,0.0,0.009931547501285958,0.02138151534554679,0.0,0.024829382183908046,1835,False,True,False,False,False,False
0374_02,2691,0.45569620253164556,0.0005187170398547592,0.0,0.0,0.039457770610763956,0.0,3694,False,True,False,False,False,False
0386_01,477,0.7468354430379747,0.145067865479381,0.017389478745373124,0.0,0.0,0.0,1171,False,True,False,True,False,False
0390_01,3037,0.7721518987341772,0.0,0.0,0.0,0.0,0.0,263,False,True,False,False,True,False
0393_01,2980,0.5822784810126582,0.42431053860119305,3.9567918331816565e-05,0.00036179450072358903,5.0393065914130216e-05,0.0006285919540229885,1108,False,False,False,False,False,False
0394_01,2222,0.3670886075949367,0.007521397077894009,0.04716495865152535,0.008080077182826821,0.0,0.00013469827586206896,3466,False,True,False,True,False,False
0399_01,3044,0.22784810126582278,0.0,0.0,0.0,0.0,0.0,3237,False,True,False,False,True,False
0400_01,260,0.25316455696202533,0.0,0.0,0.0,0.0,0.0,443,False,True,True,False,True,False
0404_01,2230,0.35443037974683544,0.0003458113599031728,0.0,0.267607332368548,0.0,0.0,3873,False,True,False,True,False,False
0406_01,2100,0.3291139240506329,0.061208610702861585,0.0072409290547224316,0.00120598166907863,0.0,0.0,3373,False,True,False,False,False,False
0414_01,2268,0.4050632911392405,0.055502723264459236,0.0,0.09153400868306802,0.016730497883491232,0.06483477011494253,468,False,True,False,False,False,False
0416_01,746,0.22784810126582278,0.05688596870407193,0.0,0.0,0.0,0.0002244971264367816,2453,False,True,False,False,False,False
0418_01,2273,0.6329113924050633,8.64528399757932e-05,0.0,0.0,0.03708929651279984,0.0,3409,False,True,False,False,False,False
0419_01,3061,0.5949367088607594,0.020662228754214577,0.0029675938748862426,0.058731307284129286,0.00035275146139891153,0.0,2460,False,True,False,False,False,False
0419_02,3061,0.18987341772151897,0.0,0.0,0.0,0.0,0.0,557,True,False,False,False,True,False
0419_03,3061,0.4430379746835443,0.0,0.0,0.0,0.0,0.0,1422,False,True,False,False,True,False
0420_01,2282,0.620253164556962,0.016339586755424917,0.017389478745373124,0.0,0.04444668413626285,0.0,3474,False,True,False,False,False,False
0421_01,273,0.4050632911392405,0.0,0.08372571519012385,0.7539797395079595,0.0,0.003636853448275862,1318,False,False,True,False,False,False
0422_01,3002,0.7974683544303798,0.0003458113599031728,0.0002374075099908994,0.0,0.015271741711788734,0.03749102011494253,1352,False,True,False,False,False,False
0424_01,2122,0.6835443037974683,0.011152416356877323,0.0,0.05318379160636758,0.051804071759725866,0.0,1545,False,True,False,True,False,False
0426_01,2131,0.26582278481012656,0.01106596351690153,0.0,0.00241196333815726,0.03164684539407377,0.0,656,False,True,False,False,False,False
0440_01,490,0.4810126582278481,0.089046425175067,0.05329798599295691,0.02375783888084901,0.00015117919774239064,0.0,3662,False,True,False,True,False,False
0443_01,754,0.6329113924050633,0.0,0.0,0.0,0.0,0.0,506,False,True,False,True,False,False
0450_01,2185,0.4050632911392405,8.64528399757932e-05,0.0,0.10347322720694646,0.0,0.030935704022988505,610,True,False,False,False,False,False
0451_01,308,0.4177215189873418,0.0,0.0,0.0,0.0,0.0,1389,False,False,True,False,True,False
0455_01,505,0.37974683544303794,0.0,0.03442408894868041,0.008080077182826821,5.0393065914130216e-05,0.020698635057471264,4121,False,True,True,False,False,False
0464_01,3045,0.35443037974683544,0.0,0.0,0.0,0.0,0.013950701821771981,1243,False,True,False,False,True,False
0467_01,513,0.27848101265822783,0.0,0.0,0.0,0.0,0.0,1697,False,True,False,True,True,False
0467_02,513,0.36276134432436025,0.0,0.0,0.0,0.0,0.013950701821771981,893,False,True,False,True,True,False
0467_03,513,0.46835443037974683,0.0,0.0,0.0,0.0,0.0,1012,False,False,False,True,True,False
0467_04,513,0.7468354430379747,0.00458200051871704,0.0,0.3299565846599132,0.0,0.0,879,False,True,False,True,False,False
0469_01,314,0.3924050632911392,0.0,0.09979029003284137,0.0,0.0,0.12374281609195402,4144,False,True,True,False,False,False
0473_01,1068,0.31645569620253167,0.02126739863404513,0.0,0.06524360829715388,0.0,0.0007183908045977011,3200,False,True,False,False,False,False
0478_01,290,0.4810126582278481,0.0006916227198063456,0.005816483994777035,0.0,0.3864140294295505,0.002065373563218391,1654,False,True,True,False,False,False
0478_02,290,0.46835443037974683,0.0,0.0,0.0,0.0,0.0,75,False,False,True,False,True,False
0479_01,94,0.5569620253164557,0.0,0.0,0.0,0.0,0.0,2709,False,False,True,False,True,False
0483_01,520,0.35443037974683544,0.0,0.0,0.0,0.0,0.0,741,False,True,True,False,True,False
0483_02,520,0.569620253164557,0.0,0.0,0.0,0.0,0.0,57,False,True,True,False,False,False
0484_01,1086,0.6708860759493671,0.0,0.0,0.0,0.0,0.0,1335,False,False,False,True,True,False
0486_01,3098,0.26582278481012656,0.0,0.0,0.08285094066570188,0.0,0.0009428879310344827,4013,False,False,False,False,False,False
0489_01,800,0.4177215189873418,0.0,0.0,0.0,0.0,0.0,1482,False,True,False,True,True,False
0489_02,1099,0.22784810126582278,0.0,0.0,0.0,0.0,0.0,3299,False,True,False,True,True,False
